f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Manavendra,Brahme,F,914,114-9588,LAWTONS,NY,14091,M,Y,70000,4.359146,0,0,1000
Wessel,Hobbs,F,505,896-2869,CUERVO,NM,88417,M,N,90000,5.3,0,6600,0
Bassel,Providence,F,939,160-6293,SAN LORENZO,PR,754,M,Y,65000,0.0,0,0,0
Pei,Biro,M,605,291-3171,ROSHOLT,SD,57260,S,Y,25000,0.0,0,0,0
Nara,Gomory,F,307,204-6254,LOVELL,WY,82431,S,Y,95000,0.0,0,0,0
Wonjong,McKibbon,M,302,802-7471,WILMINGTON,DE,19810,M,N,70000,5.95,0,220,0
Stanislav,Yemenis,F,505,243-9738,MCDONALD,NM,88262,S,Y,5000,1.7,3300,0,3300
Afonso,Mutch,F,202,854-1949,WASHINGTON,DC,20500,S,N,5000,4.5,1370,0,0
Kerttu,Backelin,M,202,591-9461,WASHINGTON,DC,20544,M,N,80000,9.0,0,2740,0
Eddy,Cavalloro,M,229,317-7991,ATLANTA,GA,30337,S,Y,15000,6.0,2700,0,3000
Ato,Halova,F,701,307-5196,PETERSBURG,ND,58272,M,N,30000,2.1034775,0,6600,0
Conal,Gore,F,787,205-4926,COMERIO,PR,782,M,Y,60000,0.0,0,0,0
Shridhar,Isaacson,F,401,246-8655,CRANSTON,RI,2910,M,Y,80000,0.0,0,0,0
Udo,Bol,M,715,335-3852,HUSTLER,WI,54637,M,Y,35000,5.0545335,0,1400,400
Luther,Uhrik,F,701,172-9576,SYKESTON,ND,58486,M,Y,70000,2.5671675,0,6600,3300
Thorsten,Blom,F,234,434-1397,NORTH LAWRENCE,OH,44666,M,N,20000,1.2099231,0,2600,0
Felex,Cabarrus,F,276,411-1012,ZACATA,VA,22581,M,N,35000,5.75,0,1800,0
Jianying,Stricker,F,361,456-2140,CORPUS CHRISTI,TX,78415,M,Y,15000,0.0,0,0,0
Folke,Reich,M,602,678-2819,RILLITO,AZ,85654,M,N,25000,3.1025,0,4200,0
Naji,Faustini,M,615,819-6815,LA FOLLETTE,TN,37766,M,Y,80000,0.0,0,0,0
Guntram,Dubhashi,F,302,121-9769,TOWNSEND,DE,19734,S,Y,55000,5.609091,110,0,110
Bhaskaran,Skafidas,F,425,777-4878,TACOMA,WA,98408,M,N,40000,0.0,0,0,0
Donal,Sluis,F,801,210-9178,BLUEBELL,UT,84007,S,N,95000,7.0,2475,0,0
Grant,Prats,F,402,405-1741,OMAHA,NE,68176,S,N,65000,6.84,103,0,0
Limsson,Hodas,F,302,152-7007,BEAR,DE,19701,M,N,35000,4.245455,0,220,0
Viviane,Broeg,M,719,473-1032,DENVER,CO,80257,S,N,5000,4.63,0,0,0
Eisuke,Barraquand,M,843,770-5418,SPRINGFIELD,SC,29146,M,N,15000,7.0,0,6600,0
Shlomit,Fimbel,F,859,756-7661,MELVIN,KY,41650,S,Y,50000,4.611111,20,0,20
Nomi,Pitschke,F,240,523-4480,BALTIMORE,MD,21281,S,N,45000,4.75,2400,0,0
Jacob,Ravindranathan,F,360,485-5921,TACOMA,WA,98404,M,Y,90000,0.0,0,0,0
Tomonori,Fouss,M,206,474-7113,OTIS ORCHARDS,WA,99027,M,Y,25000,0.0,0,0,0
Siddhartha,Reese,F,787,185-3168,PATILLAS,PR,723,S,Y,65000,0.0,0,0,0
Byungki,Surko,M,304,907-2893,SOUTHSIDE,WV,25187,M,Y,60000,6.5,0,4000,2000
Mehdi,Donato,F,603,937-2283,MILFORD,NH,3055,M,Y,25000,0.0,0,0,0
Wynne,Lomanto,F,406,201-4997,KALISPELL,MT,59904,S,N,100000,6.9,1900,0,0
Wonchan,Borgstrom,F,336,821-3267,SEDALIA,NC,27342,M,N,100000,7.8304195,0,6600,0
Yagil,Straser,M,360,697-6870,WHITE SWAN,WA,98952,M,N,15000,0.0,0,0,0
Saddek,Zamboni,M,417,375-4920,LINN CREEK,MO,65052,M,Y,35000,6.0,0,4200,1200
Kexiang,Hiromitsu,M,225,619-7215,NEW ORLEANS,LA,70156,M,Y,35000,6.0,0,9000,1000
Daniela,Bollacker,F,307,585-6655,SADDLESTRING,WY,82840,M,Y,75000,0.0,0,0,0
Elli,Chikalov,F,408,836-8413,SAN DIEGO,CA,92159,S,N,90000,9.3,87,0,0
Puneet,Priebe,F,803,552-5592,CHAPPELLS,SC,29037,M,N,30000,7.0,0,6600,0
Theordore,Dresler,F,541,966-6933,BRIDAL VEIL,OR,97010,M,N,50000,9.0,0,318,0
Yeona,Lalonde,F,318,351-1937,DRY PRONG,LA,71423,S,N,10000,2.0,4500,0,0
Jamey,Deter,F,606,731-4939,MUNFORDVILLE,KY,42765,S,N,20000,2.9444444,20,0,0
Kwangsub,Almohammad,M,270,182-5884,LOUISVILLE,KY,40211,S,Y,35000,3.7777777,20,0,20
Riqiang,Furudate,M,503,969-6597,SELMA,OR,97538,M,N,60000,9.0,0,318,0
Pandu,Landi,M,304,315-8770,MOUNT HOPE,WV,25880,S,Y,90000,6.5,2000,0,2000
Tanel,Wadel,M,803,475-4231,MC CORMICK,SC,29899,S,N,100000,7.0,3300,0,0
Naci,Garrard,M,702,762-5381,LAS VEGAS,NV,89114,S,Y,20000,0.0,0,0,0
Piergiulio,Benhamou,M,561,552-9905,FORT PIERCE,FL,34981,S,N,50000,0.0,0,0,0
Gookhai,Andraka,M,260,584-1432,FORT WAYNE,IN,46895,M,N,35000,3.4,0,2000,0
Yongge,Poythress,F,336,254-4239,VALLE CRUCIS,NC,28691,M,N,85000,7.515734,0,6600,0
Malee,Lanphier,M,413,546-6995,LENOX,MA,1240,M,N,20000,5.3,0,7150,0
Guansong,Tretiakoff,F,701,385-9382,PORTLAND,ND,58274,M,Y,90000,2.7990127,0,6600,3300
Oukseh,Tetzlaff,F,951,832-5837,SACRAMENTO,CA,95820,M,N,35000,7.7709284,0,174,0
Hugo,Kabra,M,513,756-5065,AMANDA,OH,43102,M,Y,85000,3.36759,0,2600,1300
Daniel,Milor,M,704,107-1443,RALEIGH,NC,27699,S,N,20000,6.1520977,3300,0,0
Berndt,Welcome,M,479,852-5422,KIRBY,AR,71950,S,Y,100000,7.0,20,0,20
Tatuo,Lecon,M,610,147-9995,BOWMANSDALE,PA,17008,M,Y,20000,3.07,0,0,0
Yossi,Maccari,M,769,955-7816,ARTESIA,MS,39736,M,Y,75000,5.0,0,12000,1500
Jayadev,Mayrand,F,267,917-4938,NEW BRIGHTON,PA,15066,S,Y,25000,3.07,0,0,0
Kow,Dawson,F,808,415-8851,KIHEI,HI,96753,M,Y,85000,8.25,0,2080,1040
Kaivalya,Ohtsu,M,740,800-7348,FAIRFIELD,OH,45014,M,Y,20000,1.2099231,0,2600,1300
Alassane,Gohl,F,802,227-5671,RIPTON,VT,5766,M,N,85000,4.69624,0,6600,0
Wenci,Schmaranz,F,769,460-4050,HORN LAKE,MS,38637,S,Y,50000,5.0,6000,0,1500
Vivek,Susaki,F,253,284-2606,MANCHESTER,WA,98353,M,N,65000,0.0,0,0,0
Sarmad,Preim,F,731,545-2043,SMITHVILLE,TN,37166,S,Y,50000,0.0,0,0,0
Marnix,Heping,M,801,970-1984,PROVO,UT,84602,S,Y,70000,7.0,2475,0,2475
Reihaneh,Gribomont,M,336,469-5691,NORTH WILKESBORO,NC,28674,M,Y,95000,7.7255244,0,6600,3300
Sumiyasu,Giovanetti,F,814,806-5130,ARDMORE,PA,19003,S,N,50000,3.07,0,0,0
Ahuva,Maciel,M,701,453-2461,MAYVILLE,ND,58257,S,N,70000,2.5671675,3300,0,0
Kelly,Lebrave,F,207,183-1318,BROOKS,ME,4921,M,Y,50000,8.5,0,5700,2850
Liuba,Rivero,F,302,372-8336,NEWARK,DE,19725,S,N,90000,5.95,110,0,0
Nofumi,Hanafy,M,302,974-9375,WILMINGTON,DE,19891,M,Y,95000,5.95,0,220,110
Fadi,Farreny,F,623,594-9165,EDEN,AZ,85535,S,Y,90000,4.11,2100,0,2300
Nasreddine,Sauder,M,716,479-6498,EAST WILLIAMSON,NY,14449,S,N,90000,4.475,0,0,0
Puthirak,Barreteau,F,212,925-4735,BROOKLYN,NY,11223,M,N,25000,4.0984755,0,0,0
Amani,Funkhouser,M,801,928-2623,ROOSEVELT,UT,84066,M,N,80000,7.0,0,4950,0
Anind,Zimowski,M,863,230-1626,TAMPA,FL,33630,S,Y,35000,0.0,0,0,0
Gererd,Qizhong,F,225,109-5764,BERWICK,LA,70342,M,N,80000,6.0,0,9000,0
Kayo,Gazdar,F,913,125-5374,WASHINGTON,KS,66968,S,Y,30000,6.45,2250,0,2250
Ashesh,Westcott,F,860,869-7090,MARLBOROUGH,CT,6447,M,Y,55000,5.0,0,24500,0
Ryoji,Mosberger,M,225,660-4285,DERIDDER,LA,70634,S,N,60000,6.0,4500,0,0
Yingnan,Graehl,M,404,193-9427,CATAULA,GA,31804,S,Y,10000,6.0,2700,0,3000
Jinya,Kunieda,M,602,817-9253,ASH FORK,AZ,86320,S,Y,45000,3.4125,2100,0,2300
Serif,Inari,M,202,680-2305,WASHINGTON,DC,20049,S,N,70000,9.0,1370,0,0
Xiaogang,Tonnesen,M,951,124-3747,FOOTHILL RANCH,CA,92610,M,N,25000,5.410157,0,174,0
Kyunghee,Tetongnon,F,207,134-2701,READFIELD,ME,4355,M,Y,25000,8.5,0,5700,2850
Lansing,Vieweg,M,781,309-5180,NANTUCKET,MA,2554,S,N,20000,5.3,3575,0,0
Jaihie,Horiguchi,F,316,763-7974,BROWNELL,KS,67521,M,N,10000,3.5,0,4500,0
Ilja,Lehar,F,701,895-1178,ARGUSVILLE,ND,58005,S,Y,65000,2.5092063,3300,0,3300
Avis,Schwartzbauer,M,570,709-2437,ROUZERVILLE,PA,17250,M,Y,30000,3.07,0,0,0
Yasuma,Hodzic,F,843,488-9260,BLENHEIM,SC,29516,S,N,15000,7.0,3300,0,0
Christiane,Tavares,F,702,131-4770,MESQUITE,NV,89024,M,Y,40000,0.0,0,0,0
Siddarth,Furman,F,971,690-5040,SPRINGFIELD,OR,97478,S,N,95000,9.0,159,0,0
Nenad,Ulfberg,M,802,963-9902,BELVIDERE CENTER,VT,5442,S,N,60000,4.1988535,3300,0,0
Adel,Blumrich,F,260,711-6820,MISHAWAKA,IN,46545,S,N,30000,3.4,1000,0,0
Fung,Cogolludo,F,304,318-9535,LYBURN,WV,25632,M,N,30000,4.4,0,4000,0
Tmima,Konyala,M,603,471-4236,TILTON,NH,3299,M,N,65000,0.0,0,0,0
Kelvin,Slimani,M,802,972-5803,MONTPELIER,VT,5603,M,N,55000,4.099376,0,6600,0
Yiorgos,Rettelbach,M,202,339-2632,WASHINGTON,DC,20261,M,N,50000,9.0,0,2740,0
Abdelmajid,Shiloh,M,765,526-1851,WEST LEBANON,IN,47991,M,Y,40000,3.4,0,2000,1000
Malur,Lenders,F,612,772-1004,MOORHEAD,MN,56560,S,N,35000,6.1232123,3300,0,0
Baher,Evens,F,602,647-6379,SAFFORD,AZ,85548,S,N,30000,3.1799998,2100,0,0
Chakravarthy,Lauck,F,508,408-5030,MIDDLEBORO,MA,2346,M,N,10000,5.3,0,7150,0
Karon,Hyvonen,M,907,307-1285,QUINHAGAK,AK,99655,M,Y,5000,0.0,0,0,0
Ivan,Validov,M,712,978-9165,COLUMBIA,IA,50057,S,N,95000,8.98,40,0,0
Liv,Rembowski,F,402,765-8755,SALEM,NE,68433,S,Y,30000,6.84,103,0,103
Benedikt,Brandsma,F,970,323-2583,CLARK,CO,80428,S,N,70000,4.63,0,0,0
Goff,Ndumu,F,812,121-8717,BURNETTSVILLE,IN,47926,M,Y,75000,3.4,0,2000,1000
Ruzena,Hoffert,M,334,838-3242,WESTOVER,AL,35185,M,Y,55000,5.0,0,3000,300
Landon,Josten,M,505,169-5535,WHITES CITY,NM,88268,M,N,5000,1.7,0,6600,0
Dikran,Vignollet,F,715,345-9693,THREE LAKES,WI,54562,M,Y,90000,6.010166,0,1400,400
Archita,Galbavy,F,304,844-6995,RAYSAL,WV,24879,M,N,25000,4.05,0,4000,0
Jinhui,Masaki,F,812,945-7739,LAOTTO,IN,46763,M,N,10000,3.4,0,2000,0
Wanli,Philcox,M,406,971-7438,BELT,MT,59412,S,N,90000,6.9,1900,0,0
Ramayya,Setiz,F,803,449-5895,CONWAY,SC,29526,M,Y,75000,7.0,0,6600,3300
Xin,Sabbagh,F,501,474-4184,SPRINGDALE,AR,72762,S,N,80000,7.0,20,0,0
Hanno,Fujisaki,F,802,208-5119,MORETOWN,VT,5660,M,Y,45000,3.9004214,0,6600,3300
Aggis,Nourine,F,402,867-9519,VALENTINE,NE,69201,M,N,50000,6.84,0,206,0
Lev,Ciampi,F,651,698-1468,LAKE WILSON,MN,56151,M,N,75000,7.85,0,6600,0
Willett,Lesser,F,973,652-4800,CRANBURY,NJ,8512,S,Y,75000,2.267396,1000,0,1500
Farokh,Feeley,M,787,295-4713,SAN JUAN,PR,914,S,N,85000,0.0,0,0,0
Hrishikesh,McLellan,F,361,172-4441,SARAGOSA,TX,79780,M,Y,5000,0.0,0,0,0
Kokou,Magliocco,M,304,837-8401,GREAT CACAPON,WV,25422,S,N,35000,4.75,2000,0,0
Zhe,Chevallet,F,509,128-8234,SPOKANE,WA,99213,M,Y,35000,0.0,0,0,0
Changsik,Noot,M,507,923-3415,MARINE ON SAINT CROIX,MN,55047,S,N,35000,6.1232123,3300,0,0
Chengyu,Petrovic,M,603,615-8337,RAYMOND,NH,3077,S,Y,75000,0.0,0,0,0
Fatemeh,Biedassek,F,901,911-6815,BRUCETON,TN,38317,S,N,5000,0.0,0,0,0
Gomer,Saffell,F,423,401-2670,KNOXVILLE,TN,37930,S,Y,20000,0.0,0,0,0
Zubin,Katoen,F,774,774-7563,BOSTON,MA,2163,S,Y,50000,5.3,3575,0,1000
Sathis,Spelt,M,202,463-3679,WASHINGTON,DC,20552,S,Y,15000,5.625,1370,0,1370
Hakim,Tsiligaridis,F,907,701-3887,ANCHORAGE,AK-*,99524,M,Y,10000,0.0,0,0,0
Junguk,Royce,M,319,951-3883,DES MOINES,IA,50312,M,Y,60000,8.98,0,80,40
Eleftherios,Chuan,M,207,697-3273,BENEDICTA,ME,4733,M,Y,75000,8.5,0,5700,2850
Agatha,Bhaskar,M,920,287-7579,PELICAN LAKE,WI,54463,S,N,70000,5.6626635,700,0,0
Subhash,Batzoglou,F,309,834-9340,CARMI,IL,62821,M,Y,90000,3.0,0,4000,2000
Cherie,Tarabout,M,205,958-3176,TOWNLEY,AL,35587,M,N,70000,5.0,0,3000,0
Reiner,Kropp,F,201,666-6841,CLEMENTON,NJ,8021,M,Y,15000,1.4,0,2000,1500
Veronique,Kendall,F,406,235-2930,BONNER,MT,59823,S,Y,15000,6.9,1900,0,1900
Yuichiro,Kubicka,F,202,772-3548,WASHINGTON,DC,20463,S,Y,20000,6.75,1370,0,1370
Nenna,Carta,F,208,160-1319,ISLAND PARK,ID,83429,M,N,40000,7.8,0,6600,0
Irit,Pole,F,605,364-8806,WORTHING,SD,57077,M,Y,75000,0.0,0,0,0
Padma,Lupu,M,334,503-9643,COOK SPRINGS,AL,35052,M,Y,35000,5.0,0,3000,300
Shoham,Stornetta,M,414,603-6147,SUN PRAIRIE,WI,53596,M,Y,65000,5.575788,0,1400,400
Chandrabose,Juvan,F,202,534-8192,WASHINGTON,DC,20433,M,N,65000,9.0,0,2740,0
Rishiyur,Muhlberg,M,510,621-8547,CRESSEY,CA,95312,M,Y,20000,4.2297716,0,174,272
Hyoung,Androutsopoulos,M,505,545-8255,CUERVO,NM,88417,M,Y,90000,5.3,0,6600,3300
Elben,Lafuente,F,509,876-1378,MARLIN,WA,98832,M,N,20000,0.0,0,0,0
Geoffrey,Lindberg,F,509,173-8350,BLAINE,WA,98231,M,Y,25000,0.0,0,0,0
Indradeep,Chaudhury,F,614,516-6513,SAINT HENRY,OH,45883,M,N,75000,3.0356412,0,2600,0
Shavinder,Hacken,M,808,902-3841,CAPTAIN COOK,HI,96704,M,Y,25000,5.546053,0,2080,1040
Darcy,Shimohata,F,570,873-5268,LOST CREEK,PA,17946,S,Y,50000,3.07,0,0,0
Eszter,Salvail,M,701,262-5484,BELFIELD,ND,58622,S,Y,15000,2.1,3300,0,3300
Bulent,Button,F,202,145-1145,WASHINGTON,DC,20091,S,Y,60000,9.0,1370,0,1370
Duncan,Jacquot,F,641,348-9174,NEW ALBIN,IA,52160,M,N,65000,8.98,0,80,0
Ginger,Terwiesch,F,719,865-3732,BOULDER,CO,80301,S,N,20000,4.63,0,0,0
Bhaskaram,Perez,M,410,846-8098,PIKESVILLE,MD,21208,M,Y,90000,4.75,0,4800,2400
Yehudah,Ruhle,M,412,398-8480,NESQUEHONING,PA,18240,S,Y,5000,3.07,0,0,0
Shigehito,Angeline,M,360,979-2304,BLAINE,WA,98231,M,N,75000,0.0,0,0,0
Gilbert,Bachenko,M,870,971-1980,KINGSLAND,AR,71652,S,N,60000,7.0,20,0,0
Geng,Tomba,M,518,908-6397,CHAMPLAIN,NY,12919,S,Y,35000,4.1564026,0,0,1000
Devabhaktuni,Soinard,M,618,919-2757,CHICAGO,IL,60631,M,Y,80000,3.0,0,4000,2000
Eltefaat,Pemberton,M,402,187-6691,WAHOO,NE,68066,M,N,40000,6.84,0,206,0
Hongbing,Stadl,F,304,900-3842,SWISS,WV,26690,S,Y,70000,6.5,2000,0,2000
Gyora,Emiris,M,802,796-3649,COVENTRY,VT,5825,M,Y,5000,3.6,0,6600,3300
Habiba,Rollins,M,304,695-8020,RAVENSWOOD,WV,26164,M,Y,80000,6.5,0,4000,2000
Ato,Rofougaran,F,719,776-6516,COLORADO SPRINGS,CO,80942,S,Y,90000,4.63,0,0,0
Grady,Pero,M,269,712-3975,GAASTRA,MI,49927,M,Y,60000,3.9,0,6200,3100
Aarni,Bolsens,M,910,909-1021,CHARLOTTE,NC,28243,M,Y,35000,6.466783,0,6600,3300
Ilagit,Schaaf,F,651,190-5963,ELLENDALE,MN,56026,M,N,50000,6.9236393,0,6600,0
Verlynda,DosSantos,M,302,212-6749,PORT PENN,DE,19731,S,Y,75000,5.95,110,0,110
Mukkai,Verloop,M,307,407-1667,DIAMONDVILLE,WY,83116,M,N,35000,0.0,0,0,0
Avelino,Pfalzgraf,M,857,310-1113,BUZZARDS BAY,MA,2542,M,N,55000,5.3,0,7150,0
Diomidis,Ranon,F,410,926-7123,FORT GEORGE G MEADE,MD,20755,M,Y,25000,4.75,0,4800,2400
Newton,Dur,F,269,178-4266,SKANDIA,MI,49885,M,Y,95000,3.9,0,6200,3100
Hidenori,Lindgren,M,702,383-7216,OVERTON,NV,89040,S,Y,95000,0.0,0,0,0
Jaime,Rappoport,F,304,607-4754,WHITE SULPHUR SPRINGS,WV,24961,S,Y,75000,6.5,2000,0,2000
Henk,Yanover,M,434,272-4591,BUMPASS,VA,23024,S,N,75000,5.75,900,0,0
Isabelle,Gilst,F,419,996-7921,TRENTON,OH,45067,M,Y,70000,2.8696666,0,2600,1300
Clifford,Jonsson,F,509,977-4214,BELFAIR,WA,98528,M,Y,5000,0.0,0,0,0
Anindya,Barvinok,F,208,107-2763,CALDWELL,ID,83605,S,N,40000,7.8,3300,0,0
Ruddy,Cleve,F,626,838-8909,GRASS VALLEY,CA,95949,S,N,70000,9.3,87,0,0
Xuerong,Liscouet,M,443,770-6226,BALTIMORE,MD,21211,S,N,10000,4.75,2400,0,0
Gardiner,Karg,F,812,637-9476,MONTEZUMA,IN,47862,S,N,95000,3.4,1000,0,0
Ladan,Spalazzi,F,641,148-8347,VAN WERT,IA,50262,M,Y,60000,8.98,0,80,40
Shashank,Shephard,M,801,897-7127,OREM,UT,84057,M,Y,65000,7.0,0,4950,2475
Charmane,Akama,F,586,268-7278,WEST BLOOMFIELD,MI,48323,S,Y,25000,3.9,3100,0,3100
Kwun,Polt,F,702,310-9334,ELY,NV,89315,M,Y,30000,0.0,0,0,0
Goker,Bourbakis,F,505,470-7767,CEDAR CREST,NM,87008,S,Y,55000,5.3,3300,0,3300
Iannis,Tsutsui,F,501,629-4198,OAKLAND,AR,72661,S,Y,5000,1.3826939,20,0,20
Williams,Blumberg,F,802,466-6734,COLCHESTER,VT,5439,M,Y,5000,3.6,0,6600,3300
Coke,Dabija,F,781,221-5991,SOUTH LANCASTER,MA,1561,M,N,30000,5.3,0,7150,0
Yueming,Eppinger,F,307,437-9689,GREEN RIVER,WY,82935,S,N,100000,0.0,0,0,0
Premsyl,Deacon,M,701,746-9286,MAXBASS,ND,58760,S,Y,25000,2.1,3300,0,3300
Alfonz,Lesueur,M,401,840-2405,COVENTRY,RI,2816,S,N,40000,0.0,0,0,0
Pit,Malavasi,F,615,600-1543,NOLENSVILLE,TN,37135,M,N,20000,0.0,0,0,0
Adil,Feurzeig,F,512,782-1581,WESLACO,TX,78596,S,Y,40000,0.0,0,0,0
Hussein,Berglund,F,509,875-3352,TACOMA,WA,98455,M,N,100000,0.0,0,0,0
Raghuram,Masaki,M,608,757-1520,FOND DU LAC,WI,54936,M,Y,95000,6.097042,0,1400,400
Leen,Gracco,M,815,978-9988,OREGON,IL,61061,S,Y,20000,3.0,2000,0,2000
Kasi,Broner,F,843,299-4597,WEST COLUMBIA,SC,29169,M,N,75000,7.0,0,6600,0
Paulis,Canto,F,574,537-8490,EVANSVILLE,IN,47714,S,N,100000,3.4,1000,0,0
Konstantin,Kamperman,F,435,538-8398,MOUNT CARMEL,UT,84755,S,N,100000,7.0,2475,0,0
Hengming,Cimikowski,F,712,593-5680,PACIFIC JUNCTION,IA,51561,M,N,20000,3.2516527,0,80,0
Margo,Brolio,M,202,449-1545,WASHINGTON,DC,20427,S,Y,75000,9.0,1370,0,1370
Xioalin,Tardiff,M,612,920-1281,NEW GERMANY,MN,55367,M,N,100000,7.85,0,6600,0
Nigel,Rissanen,F,907,463-3563,STEVENS VILLAGE,AK,99774,M,Y,50000,0.0,0,0,0
Yonghoan,Cai,F,641,767-5023,LIBERTYVILLE,IA,52567,S,Y,55000,8.65488,40,0,40
Vincente,Welcome,F,321,737-6123,LAKE MONROE,FL,32747,M,Y,55000,0.0,0,0,0
Paddy,Gosling,F,971,367-7242,SHANIKO,OR,97057,M,Y,5000,7.4102564,0,318,159
Stanislas,Backes,F,732,455-3336,DUMONT,NJ,7628,M,N,20000,1.4,0,2000,0
Jaroslava,Weymouth,F,702,697-2142,LAS VEGAS,NV,89159,M,Y,60000,0.0,0,0,0
Jayson,Kubierschky,M,406,491-4367,RICHEY,MT,59259,S,Y,5000,2.3732758,1900,0,1900
Novak,Gloy,M,203,871-1017,STAMFORD,CT,6905,S,Y,85000,5.0,12750,0,0
Toshimitsu,Collings,M,870,763-9271,BENTON,AR,72019,S,N,5000,1.3826939,20,0,0
Jayaramaiah,Benowitz,F,939,229-6638,SANTA ISABEL,PR,757,M,Y,5000,0.0,0,0,0
Yihong,Brookson,F,848,713-9961,NORTH BRUNSWICK,NJ,8902,M,Y,95000,2.5828125,0,2000,1500
Seung,Loveland,F,859,455-8492,MIDDLESBORO,KY,40965,M,Y,25000,3.2222223,0,40,20
Andrey,Ekanadham,M,605,239-7683,DANTE,SD,57329,S,Y,15000,0.0,0,0,0
Dayanand,Micheaux,M,478,777-5734,ATLANTA,GA,30350,M,N,15000,6.0,0,5400,0
Nobo,Parnas,M,716,989-5105,NORTHVILLE,NY,12134,M,N,45000,4.2143292,0,0,0
Mohsin,Seireg,F,843,453-6438,SAINT GEORGE,SC,29477,M,Y,20000,7.0,0,6600,3300
Warwick,Heckroth,M,775,783-3507,LAS VEGAS,NV,89139,S,N,30000,0.0,0,0,0
Hayri,Stemmer,F,302,246-6408,REHOBOTH BEACH,DE,19971,M,Y,30000,3.9045453,0,220,110
Moni,Newbery,F,605,728-9902,RAPID CITY,SD,57703,S,Y,20000,0.0,0,0,0
Huan,Mitkas,F,202,942-5018,WASHINGTON,DC,20070,M,N,15000,5.625,0,2740,0
Pak,Leffler,M,302,868-2799,NEW CASTLE,DE,19721,M,N,65000,5.95,0,220,0
Mukkai,Artelt,M,803,970-2982,BEAUFORT,SC,29904,M,N,25000,7.0,0,6600,0
Sushila,Redys,M,580,208-1623,CARMEN,OK,73726,S,Y,5000,3.0555556,1000,0,1000
Milvio,Cronan,F,808,728-7241,HONOLULU,HI,96820,S,Y,40000,8.25,1040,0,1040
Veit,Barriere,F,217,787-8213,CHICAGO,IL,60614,S,N,35000,3.0,2000,0,0
Constanze,Sadowski,M,406,874-5494,BROCKWAY,MT,59214,M,N,40000,6.9,0,3800,0
Tarik,Erman,F,701,441-5023,FARGO,ND,58107,M,N,20000,2.1,0,6600,0
Anne,Onaga,F,662,725-7499,SENATOBIA,MS,38668,S,Y,40000,5.0,6000,0,1500
Ponnekanti,Hehmann,M,209,517-7615,COARSEGOLD,CA,93614,S,Y,20000,4.2297716,87,0,272
Yojiro,Ozeri,F,401,680-8477,PROVIDENCE,RI,2908,M,N,30000,0.0,0,0,0
Arfst,Kheirbek,M,941,749-7361,BOCA RATON,FL,33427,S,Y,20000,0.0,0,0,0
Ryoichi,Morrice,F,715,663-3826,BRUSSELS,WI,54204,S,N,45000,5.228285,700,0,0
Chandrasekaran,Haenni,M,401,418-4315,MAPLEVILLE,RI,2839,M,N,70000,0.0,0,0,0
Merle,Artosi,M,860,648-1058,EAST LYME,CT,6333,S,N,15000,5.0,12750,0,0
Annick,Jacquet,F,787,784-8185,VEGA BAJA,PR,694,M,N,35000,0.0,0,0,0
Kankanahalli,Cairo,M,734,574-7715,CHELSEA,MI,48118,M,N,95000,3.9,0,6200,0
Helga,Kahana,F,954,915-3685,JACKSONVILLE,FL,32258,M,N,45000,0.0,0,0,0
Joshua,Piancastelli,M,580,883-2092,TERRAL,OK,73569,M,N,40000,6.25,0,2000,0
Rabin,Sporl,M,260,770-4173,FORT WAYNE,IN,46815,S,N,65000,3.4,1000,0,0
Mounia,Flint,F,901,779-8358,CROSSVILLE,TN,38555,S,N,20000,0.0,0,0,0
Baoan,Heeffer,M,615,136-5449,MORRISON,TN,37357,M,Y,15000,0.0,0,0,0
Refik,Zettel,M,212,857-4605,CHAUTAUQUA,NY,14722,M,Y,15000,4.040549,0,0,1000
Aura,Hawryszkiewycz,M,302,746-8836,WILMINGTON,DE,19884,S,Y,55000,5.609091,110,0,110
Kawon,Waema,M,801,834-6009,AURORA,UT,84620,S,N,10000,7.0,2475,0,0
Toshimori,Truffet,F,551,380-7099,SEWELL,NJ,8080,M,N,100000,2.6616669,0,2000,0
Mihaly,Heijst,M,402,929-4496,STRATTON,NE,69043,M,N,30000,6.84,0,206,0
Seongwoo,Sippi,F,270,929-8822,STURGIS,KY,42459,M,N,45000,4.333333,0,40,0
Youfeng,Delatizky,M,302,192-9206,DOVER,DE,19901,S,Y,65000,5.95,110,0,110
Shyamsundar,Euchner,M,702,765-6049,CALIENTE,NV,89008,M,N,65000,0.0,0,0,0
Bilel,Zviran,F,228,969-1317,WAVELAND,MS,39576,M,Y,15000,5.0,0,12000,1500
Moninder,Etalle,F,203,244-7634,NORWALK,CT,6860,M,Y,75000,5.0,0,24500,0
Aamer,Belcastro,F,337,886-7876,BATON ROUGE,LA,70811,S,N,90000,6.0,4500,0,0
Naoki,Ozhan,F,336,598-4010,STANTONSBURG,NC,27883,S,Y,25000,6.256993,3300,0,3300
Kiyotaka,Peral,M,516,746-6537,ROUSES POINT,NY,12979,S,N,100000,4.5329266,0,0,0
LiMin,Rane,M,412,693-2802,GWYNEDD,PA,19436,M,Y,25000,3.07,0,0,0
Atte,Mapelli,M,313,464-3443,MEARS,MI,49436,M,N,95000,3.9,0,6200,0
Francesmary,Scalabrin,F,801,985-2591,SANDY,UT,84070,S,N,75000,7.0,2475,0,0
